1,-3.191009,55.942686,0,-3.1907270922137645,55.942788606043,tonic.bliss.cove
2,-3.1907270922137645,55.942788606043,0,-3.190467284592629,55.942938606043,null
3,-3.190467284592629,55.942938606043,60,-3.1902074769714934,55.943088606043,shows.fries.lamp
4,-3.1902074769714934,55.943088606043,0,-3.1899776636385577,55.94289576976009,null
5,-3.1899776636385577,55.94289576976009,130,-3.189784827355652,55.942665956427156,hooked.shine.third
6,-3.189784827355652,55.942665956427156,0,-3.1896822213126543,55.942947864213394,null
7,-3.1896822213126543,55.942947864213394,20,-3.1893867789867505,55.9429999586667,region.passes.pencil
8,-3.1893867789867505,55.9429999586667,0,-3.1890913366608467,55.942947864213394,null
9,-3.1890913366608467,55.942947864213394,100,-3.188795894334943,55.9429999586667,null
10,-3.188795894334943,55.9429999586667,80,-3.1884958943349426,55.9429999586667,null
11,-3.1884958943349426,55.9429999586667,90,-3.188213986548707,55.942897352623696,null
12,-3.188213986548707,55.942897352623696,110,-3.1879139865487067,55.942897352623696,null
13,-3.1879139865487067,55.942897352623696,90,-3.187654178927571,55.9427473526237,panic.squad.danger
14,-3.187654178927571,55.9427473526237,0,-3.187756784970569,55.943029260409936,null
15,-3.187756784970569,55.943029260409936,340,-3.187906784970569,55.94328906803107,null
16,-3.187906784970569,55.94328906803107,330,-3.1880093910135665,55.94357097581731,null
17,-3.1880093910135665,55.94357097581731,340,-3.1881593910135666,55.94383078343844,cubs.trucks.help
18,-3.1881593910135666,55.94383078343844,0,-3.1878639486876628,55.943882877891745,null
19,-3.1878639486876628,55.943882877891745,80,-3.187568506361759,55.94393497234505,null
20,-3.187568506361759,55.94393497234505,80,-3.1872685063617587,55.94393497234505,null
21,-3.1872685063617587,55.94393497234505,90,-3.186973064035855,55.94398706679835,renew.ears.tend
22,-3.186973064035855,55.94398706679835,0,-3.1872028773687906,55.944179903081256,null
23,-3.1872028773687906,55.944179903081256,310,-3.1872028773687906,55.94447990308126,null
24,-3.1872028773687906,55.94447990308126,0,-3.186920969582555,55.94458250912426,artist.gets.react
25,-3.186920969582555,55.94458250912426,0,-3.186639061796319,55.94468511516726,null
26,-3.186639061796319,55.94468511516726,70,-3.186489061796319,55.944944922788395,laws.merit.bleak
27,-3.186489061796319,55.944944922788395,0,-3.1862592484633834,55.94475208650549,null
28,-3.1862592484633834,55.94475208650549,130,-3.185999440842248,55.94460208650549,null
29,-3.185999440842248,55.94460208650549,120,-3.185769627509312,55.944409250222584,atoms.vanish.foods
30,-3.185769627509312,55.944409250222584,0,-3.185619627509312,55.94414944260145,manliness.poem.cliff
31,-3.185619627509312,55.94414944260145,0,-3.1853898141763763,55.943956606318544,null
32,-3.1853898141763763,55.943956606318544,130,-3.1851969778934706,55.94372679298561,hello.love.keys
33,-3.1851969778934706,55.94372679298561,0,-3.185094371850473,55.944008700771846,null
34,-3.185094371850473,55.944008700771846,20,-3.1849917658074753,55.944290608558084,null
35,-3.1849917658074753,55.944290608558084,20,-3.1849396713541753,55.94458605088399,slide.leads.stores
36,-3.1849396713541753,55.94458605088399,0,-3.1847896713541752,55.944845858505126,null
37,-3.1847896713541752,55.944845858505126,30,-3.1845968350712694,55.94507567183806,null
38,-3.1845968350712694,55.94507567183806,40,-3.184494229028272,55.9453575796243,settle.title.united
39,-3.184494229028272,55.9453575796243,0,-3.1847240423612075,55.945550415907206,null
40,-3.1847240423612075,55.945550415907206,310,-3.1849538556941432,55.94574325219011,rider.aura.bulb
41,-3.1849538556941432,55.94574325219011,0,-3.1852538556941434,55.94574325219011,null
42,-3.1852538556941434,55.94574325219011,270,-3.1855538556941436,55.94574325219011,shed.desire.muddy
43,-3.1855538556941436,55.94574325219011,0,-3.185853855694144,55.94574325219011,null
44,-3.185853855694144,55.94574325219011,270,-3.186153855694144,55.94574325219011,posts.kicked.universally
45,-3.186153855694144,55.94574325219011,0,-3.186449298020048,55.94569115773681,null
46,-3.186449298020048,55.94569115773681,260,-3.1867447403459517,55.94563906328351,hidden.handle.softly
