47,-3.1867447403459517,55.94563906328351,0,-3.1867447403459517,55.945339063283505,dragon.bottle.crisp
48,-3.1867447403459517,55.945339063283505,0,-3.187004547967087,55.9454890632835,spent.spoon.bolt
49,-3.187004547967087,55.9454890632835,0,-3.187197384249993,55.94571887661644,null
50,-3.187197384249993,55.94571887661644,320,-3.1873902205328988,55.945948689949375,slips.mass.baking
51,-3.1873902205328988,55.945948689949375,0,-3.187540220532899,55.94568888232824,null
52,-3.187540220532899,55.94568888232824,210,-3.1878000281540344,55.94553888232824,null
53,-3.1878000281540344,55.94553888232824,240,-3.18808193594027,55.94543627628524,null
54,-3.18808193594027,55.94543627628524,250,-3.1881845419832677,55.945154368499004,null
55,-3.1881845419832677,55.945154368499004,200,-3.1882871480262653,55.944872460712766,null
56,-3.1882871480262653,55.944872460712766,200,-3.1883392424795653,55.94457701838686,null
57,-3.1883392424795653,55.94457701838686,190,-3.188441848522563,55.94429511060062,trades.rare.cable
58,-3.188441848522563,55.94429511060062,0,-3.188591848522563,55.944035302979486,null
59,-3.188591848522563,55.944035302979486,210,-3.188741848522563,55.94377549535835,labels.hotels.alert
60,-3.188741848522563,55.94377549535835,0,-3.1890418485225633,55.94377549535835,null
61,-3.1890418485225633,55.94377549535835,270,-3.1893418485225635,55.94377549535835,null
62,-3.1893418485225635,55.94377549535835,270,-3.1896372908484674,55.943827589811654,burn.spot.across
63,-3.1896372908484674,55.943827589811654,0,-3.189932733174371,55.94387968426496,null
64,-3.189932733174371,55.94387968426496,280,-3.1901925407955067,55.944029684264954,null
65,-3.1901925407955067,55.944029684264954,300,-3.1904879831214106,55.94397758981165,pump.wheels.hulk
66,-3.1904879831214106,55.94397758981165,0,-3.1901925407955067,55.944029684264954,null
67,-3.1901925407955067,55.944029684264954,80,-3.189897098469603,55.94408177871826,cliff.asleep.wedge
68,-3.189897098469603,55.94408177871826,0,-3.189601656143699,55.94413387317156,null
69,-3.189601656143699,55.94413387317156,80,-3.189306213817795,55.94418596762486,spoon.invest.every
70,-3.189306213817795,55.94418596762486,0,-3.189254119364495,55.94448140995077,null
71,-3.189254119364495,55.94448140995077,10,-3.189202024911195,55.944776852276675,null
72,-3.189202024911195,55.944776852276675,10,-3.189202024911195,55.94507685227668,number.exist.rate
73,-3.189202024911195,55.94507685227668,0,-3.1894618325323307,55.945226852276676,null
74,-3.1894618325323307,55.945226852276676,300,-3.1897216401534663,55.945376852276674,turkey.limit.ramp
75,-3.1897216401534663,55.945376852276674,0,-3.189824246196464,55.94565876006291,null
76,-3.189824246196464,55.94565876006291,340,-3.1899268522394615,55.94594066784915,love.behind.orchestra
77,-3.1899268522394615,55.94594066784915,0,-3.1902268522394617,55.94594066784915,null
78,-3.1902268522394617,55.94594066784915,270,-3.190526852239462,55.94594066784915,null
79,-3.190526852239462,55.94594066784915,270,-3.190826852239462,55.94594066784915,null
80,-3.190826852239462,55.94594066784915,270,-3.191122294565366,55.94599276230245,simple.rust.audio
81,-3.191122294565366,55.94599276230245,0,-3.1912249006083635,55.945710854516214,skins.engage.best
82,-3.1912249006083635,55.945710854516214,0,-3.1912249006083635,55.94541085451621,null
83,-3.1912249006083635,55.94541085451621,180,-3.1912249006083635,55.94511085451621,null
84,-3.1912249006083635,55.94511085451621,180,-3.1912249006083635,55.944810854516206,null
85,-3.1912249006083635,55.944810854516206,180,-3.1912249006083635,55.9445108545162,null
86,-3.1912249006083635,55.9445108545162,180,-3.1912249006083635,55.9442108545162,null
87,-3.1912249006083635,55.9442108545162,180,-3.1912249006083635,55.9439108545162,null
88,-3.1912249006083635,55.9439108545162,180,-3.1911728061550635,55.94361541219029,null
89,-3.1911728061550635,55.94361541219029,170,-3.1911728061550635,55.94331541219029,meal.feed.large
90,-3.1911728061550635,55.94331541219029,0,-3.1911207117017635,55.94301996986438,null
91,-3.1911207117017635,55.94301996986438,170,-3.191018105658766,55.94273806207814,null
